id,image_filename,image_description,sensor_temp_c,sensor_vibration_hz,sensor_acoustic_db,defect_type,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax
25,part_025.jpg,Injection-molded plastic part with smooth surface and consistent color.,53.25,14.9,47.64,,0,0,0,0
26,part_026.jpg,Aluminum casing showing even machining marks and no corrosion.,54.07,10.07,42.55,,0,0,0,0
27,part_027.jpg,Polished steel connector with intact threads and no deformation.,60.37,7.98,47.53,,0,0,0,0
28,part_028.jpg,Chrome-plated component with uniform finish and no visible defects.,59.48,8.68,38.47,,0,0,0,0
29,part_029.jpg,Dented outer rim with localized deformation approx 4.26% area.,57.92,16.28,38.73,Dent,169,168,334,292
30,part_030.jpg,Injection-molded plastic part with smooth surface and consistent color.,64.44,11.67,35.48,,0,0,0,0
31,part_031.jpg,Surface shows scuffs and paint wear concentrated near bolt area.,60.46,5.7,45.45,Paint_Wear,402,232,582,423
32,part_032.jpg,Polished steel connector with intact threads and no deformation.,52.47,9.72,41.68,,0,0,0,0
33,part_033.jpg,Aluminum casing showing even machining marks and no corrosion.,56.41,15.17,40.77,,0,0,0,0
34,part_034.jpg,Polished steel connector with intact threads and no deformation.,63.15,12.11,49.6,,0,0,0,0
35,part_035.jpg,Chrome-plated component with uniform finish and no visible defects.,54.38,5.94,40.13,,0,0,0,0
36,part_036.jpg,Aluminum casing showing even machining marks and no corrosion.,57.79,11.96,40.74,,0,0,0,0
37,part_037.jpg,Injection-molded plastic part with smooth surface and consistent color.,58.8,8.6,39.53,,0,0,0,0
38,part_038.jpg,Aluminum casing showing even machining marks and no corrosion.,63.93,10.46,38.35,,0,0,0,0
39,part_039.jpg,Chrome-plated component with uniform finish and no visible defects.,68.86,13.96,42.72,,0,0,0,0
40,part_040.jpg,Polished steel connector with intact threads and no deformation.,63.36,6.48,38.76,,0,0,0,0
41,part_041.jpg,Chrome-plated component with uniform finish and no visible defects.,61.0,8.31,43.49,,0,0,0,0
42,part_042.jpg,Structural warp visible as misaligned edges; distortion area ~1.74%.,66.04,14.29,52.59,Warp,691,84,770,190
43,part_043.jpg,Aluminum casing showing even machining marks and no corrosion.,63.94,11.31,46.42,,0,0,0,0
44,part_044.jpg,Localized corrosion and pitting around weld joint; visible pitting area ~4.22%.,65.15,11.25,50.36,Corrosion,459,181,621,306
45,part_045.jpg,Chrome-plated component with uniform finish and no visible defects.,60.19,12.82,37.89,,0,0,0,0
46,part_046.jpg,Dented outer rim with localized deformation approx 1.19% area.,62.47,17.8,37.43,Dent,306,67,385,139
47,part_047.jpg,Injection-molded plastic part with smooth surface and consistent color.,64.99,10.49,32.07,,0,0,0,0
48,part_048.jpg,Injection-molded plastic part with smooth surface and consistent color.,62.46,7.21,33.02,,0,0,0,0
49,part_049.jpg,Part shows bending and warpage under inspection in image.,65.56,13.2,43.65,Warp,336,109,526,283
50,part_050.jpg,Aluminum casing showing even machining marks and no corrosion.,59.4,12.57,49.05,,0,0,0,0
51,part_051.jpg,Injection-molded plastic part with smooth surface and consistent color.,54.65,11.71,45.56,,0,0,0,0
52,part_052.jpg,Polished steel connector with intact threads and no deformation.,57.19,11.08,35.27,,0,0,0,0
53,part_053.jpg,Chrome-plated component with uniform finish and no visible defects.,62.24,5.1,47.48,,0,0,0,0
54,part_054.jpg,"Hairline fracture near mounting hole, crack length notable in image.",54.57,13.8,50.52,Crack,389,223,569,271
55,part_055.jpg,Aluminum casing showing even machining marks and no corrosion.,59.28,11.14,53.74,,0,0,0,0
56,part_056.jpg,Aluminum casing showing even machining marks and no corrosion.,65.83,8.78,40.57,,0,0,0,0
57,part_057.jpg,Structural warp visible as misaligned edges; distortion area ~3.48%.,59.87,11.8,42.76,Warp,38,366,237,450
58,part_058.jpg,Impact dent on casing visible as concave distortion along the outer edge.,55.29,12.49,43.61,Dent,652,80,742,246
59,part_059.jpg,Polished steel connector with intact threads and no deformation.,59.32,12.44,45.3,,0,0,0,0
60,part_060.jpg,Polished steel connector with intact threads and no deformation.,52.77,9.04,44.05,,0,0,0,0
61,part_061.jpg,Chrome-plated component with uniform finish and no visible defects.,62.87,10.42,45.05,,0,0,0,0
62,part_062.jpg,Paint chipping and abrasion exposing bare metal over ~5.31% of surface.,65.17,8.87,39.05,Paint_Wear,242,122,386,299
63,part_063.jpg,Aluminum casing showing even machining marks and no corrosion.,65.96,10.47,40.77,,0,0,0,0
64,part_064.jpg,Localized corrosion and pitting around weld joint; visible pitting area ~2.73%.,56.25,9.62,51.15,Corrosion,386,495,629,549
65,part_065.jpg,"Hairline fracture near mounting hole, crack length notable in image.",60.75,14.26,35.45,Crack,286,298,359,475
66,part_066.jpg,Burn or thermal discoloration present near connector; charred area ~2.22%.,74.4,10.68,48.59,Burn_Mark,162,245,227,409
67,part_067.jpg,Injection-molded plastic part with smooth surface and consistent color.,55.35,8.51,39.93,,0,0,0,0
68,part_068.jpg,Chrome-plated component with uniform finish and no visible defects.,49.76,10.85,43.77,,0,0,0,0
69,part_069.jpg,Chrome-plated component with uniform finish and no visible defects.,45.94,9.06,32.55,,0,0,0,0
70,part_070.jpg,"Hairline fracture near mounting hole, crack length notable in image.",63.55,11.38,43.08,Crack,468,306,542,466
71,part_071.jpg,"Corroded surface with brown oxidization around seams, visible area ~4.95%.",61.39,8.9,31.1,Rust,523,60,640,263
72,part_072.jpg,Surface shows scuffs and paint wear concentrated near bolt area.,54.75,13.0,42.69,Paint_Wear,636,25,730,119
73,part_073.jpg,Localized corrosion and pitting around weld joint; visible pitting area ~3.41%.,66.14,10.3,40.92,Corrosion,540,383,663,516
74,part_074.jpg,Chrome-plated component with uniform finish and no visible defects.,58.77,6.37,34.15,,0,0,0,0
75,part_075.jpg,Aluminum casing showing even machining marks and no corrosion.,56.1,4.91,42.29,,0,0,0,0
76,part_076.jpg,"Hairline fracture near mounting hole, crack length notable in image.",55.05,20.12,46.73,Crack,76,354,187,427
77,part_077.jpg,Injection-molded plastic part with smooth surface and consistent color.,62.71,8.79,39.17,,0,0,0,0
78,part_078.jpg,Injection-molded plastic part with smooth surface and consistent color.,63.17,8.02,37.9,,0,0,0,0
79,part_079.jpg,Chrome-plated component with uniform finish and no visible defects.,71.6,10.15,37.41,,0,0,0,0
80,part_080.jpg,Severe surface corrosion with flaking detected in region of interest.,56.14,12.69,36.72,Corrosion,384,179,624,329
81,part_081.jpg,"Hairline fracture near mounting hole, crack length notable in image.",59.48,10.08,42.61,Crack,423,340,666,527
82,part_082.jpg,Polished steel connector with intact threads and no deformation.,61.36,7.48,34.6,,0,0,0,0
83,part_083.jpg,Visible surface crack extending across component edge; crack region ~4.86%.,59.46,14.86,55.11,Crack,516,112,759,208
84,part_084.jpg,Chrome-plated component with uniform finish and no visible defects.,69.21,9.08,35.72,,0,0,0,0
85,part_085.jpg,Chrome-plated component with uniform finish and no visible defects.,56.58,9.18,29.96,,0,0,0,0
86,part_086.jpg,Chrome-plated component with uniform finish and no visible defects.,63.55,9.37,33.42,,0,0,0,0
87,part_087.jpg,Injection-molded plastic part with smooth surface and consistent color.,54.38,15.82,40.35,,0,0,0,0
88,part_088.jpg,Injection-molded plastic part with smooth surface and consistent color.,61.49,6.58,41.56,,0,0,0,0
89,part_089.jpg,Polished steel connector with intact threads and no deformation.,56.13,11.97,41.62,,0,0,0,0
90,part_090.jpg,Chrome-plated component with uniform finish and no visible defects.,64.43,8.23,41.09,,0,0,0,0
91,part_091.jpg,Mounting hole missing bolt; loose gap visible near seam.,54.73,14.92,47.1,Missing_Bolt,161,191,368,279
92,part_092.jpg,Aluminum casing showing even machining marks and no corrosion.,51.67,7.55,32.71,,0,0,0,0
93,part_093.jpg,Surface scratch marks concentrated in the central region.,57.99,9.32,51.83,Scratch,579,539,682,576
94,part_094.jpg,Visible surface crack extending across component edge; crack region ~8.1%.,52.54,14.94,42.14,Crack,393,232,663,376
95,part_095.jpg,Injection-molded plastic part with smooth surface and consistent color.,55.65,14.65,41.97,,0,0,0,0
96,part_096.jpg,Metal housing showing rust patches near bolts (approx 6.93% of image).,63.87,9.29,41.4,Rust,555,195,732,383
97,part_097.jpg,Polished steel connector with intact threads and no deformation.,66.84,13.33,39.37,,0,0,0,0
98,part_098.jpg,Paint chipping and abrasion exposing bare metal over ~0.67% of surface.,56.16,8.63,40.36,Paint_Wear,201,330,274,374
99,part_099.jpg,Polished steel connector with intact threads and no deformation.,61.71,11.14,38.33,,0,0,0,0
100,part_100.jpg,Multiple scratches along the surface; linear abrasions visible.,56.78,10.79,37.32,Scratch,112,141,240,304
101,part_101.jpg,Surface scratch marks concentrated in the central region.,55.82,9.81,32.71,Scratch,122,102,271,246
102,part_102.jpg,Chrome-plated component with uniform finish and no visible defects.,54.52,13.04,40.54,,0,0,0,0
103,part_103.jpg,Polished steel connector with intact threads and no deformation.,58.38,12.37,30.96,,0,0,0,0
104,part_104.jpg,Chrome-plated component with uniform finish and no visible defects.,69.51,12.84,31.72,,0,0,0,0
105,part_105.jpg,Polished steel connector with intact threads and no deformation.,63.21,11.05,40.53,,0,0,0,0
106,part_106.jpg,Aluminum casing showing even machining marks and no corrosion.,68.57,7.13,37.36,,0,0,0,0
107,part_107.jpg,Multiple scratches along the surface; linear abrasions visible.,61.53,10.27,44.07,Scratch,329,64,565,201
108,part_108.jpg,Severe surface corrosion with flaking detected in region of interest.,54.81,10.6,37.2,Corrosion,41,102,219,249
109,part_109.jpg,"Corroded surface with brown oxidization around seams, visible area ~4.81%.",58.11,10.96,34.19,Rust,645,95,780,266
110,part_110.jpg,Paint chipping and abrasion exposing bare metal over ~3.48% of surface.,57.27,7.97,44.79,Paint_Wear,377,54,472,230
111,part_111.jpg,Paint chipping and abrasion exposing bare metal over ~3.96% of surface.,60.6,5.96,31.16,Paint_Wear,211,296,475,368
112,part_112.jpg,Injection-molded plastic part with smooth surface and consistent color.,65.08,7.39,48.87,,0,0,0,0
113,part_113.jpg,Polished steel connector with intact threads and no deformation.,60.72,13.36,39.61,,0,0,0,0
114,part_114.jpg,Injection-molded plastic part with smooth surface and consistent color.,59.38,13.54,38.95,,0,0,0,0
115,part_115.jpg,Aluminum casing showing even machining marks and no corrosion.,59.11,7.77,37.05,,0,0,0,0
116,part_116.jpg,Severe surface corrosion with flaking detected in region of interest.,61.0,12.67,50.99,Corrosion,530,285,724,416
117,part_117.jpg,"Corroded surface with brown oxidization around seams, visible area ~2.83%.",55.24,8.95,41.84,Rust,506,75,668,159
118,part_118.jpg,Polished steel connector with intact threads and no deformation.,58.64,11.83,46.5,,0,0,0,0
119,part_119.jpg,Injection-molded plastic part with smooth surface and consistent color.,63.48,11.36,47.25,,0,0,0,0
120,part_120.jpg,Chrome-plated component with uniform finish and no visible defects.,60.69,10.3,48.02,,0,0,0,0
121,part_121.jpg,Injection-molded plastic part with smooth surface and consistent color.,58.81,14.32,51.75,,0,0,0,0
122,part_122.jpg,Injection-molded plastic part with smooth surface and consistent color.,66.46,10.92,45.03,,0,0,0,0
123,part_123.jpg,Metal housing showing rust patches near bolts (approx 3.59% of image).,61.63,6.78,36.99,Rust,21,69,128,230
124,part_124.jpg,"Corroded surface with brown oxidization around seams, visible area ~4.1%.",63.4,7.23,32.14,Rust,307,132,454,266
125,part_125.jpg,Aluminum casing showing even machining marks and no corrosion.,55.28,4.25,37.22,,0,0,0,0
126,part_126.jpg,Injection-molded plastic part with smooth surface and consistent color.,56.03,6.76,36.7,,0,0,0,0
127,part_127.jpg,"Corroded surface with brown oxidization around seams, visible area ~1.31%.",69.04,10.53,43.52,Rust,664,395,780,449
128,part_128.jpg,Impact dent on casing visible as concave distortion along the outer edge.,64.25,12.0,36.85,Dent,27,385,248,469
129,part_129.jpg,Injection-molded plastic part with smooth surface and consistent color.,50.64,12.94,48.56,,0,0,0,0
130,part_130.jpg,"Fastener absent from bolt hole, leaving exposed threaded cavity.",61.61,18.21,47.56,Missing_Bolt,316,164,491,322
131,part_131.jpg,Chrome-plated component with uniform finish and no visible defects.,56.54,10.8,35.5,,0,0,0,0
132,part_132.jpg,Injection-molded plastic part with smooth surface and consistent color.,60.25,8.46,52.1,,0,0,0,0
133,part_133.jpg,Aluminum casing showing even machining marks and no corrosion.,59.11,7.48,36.61,,0,0,0,0
134,part_134.jpg,Injection-molded plastic part with smooth surface and consistent color.,57.14,9.34,31.01,,0,0,0,0
135,part_135.jpg,Mounting hole missing bolt; loose gap visible near seam.,62.66,20.62,48.23,Missing_Bolt,523,106,762,170
136,part_136.jpg,Injection-molded plastic part with smooth surface and consistent color.,61.95,7.53,44.37,,0,0,0,0
137,part_137.jpg,Visible surface crack extending across component edge; crack region ~4.3%.,62.34,15.43,43.99,Crack,474,420,643,542
138,part_138.jpg,Polished steel connector with intact threads and no deformation.,59.13,12.08,41.23,,0,0,0,0
139,part_139.jpg,Severe surface corrosion with flaking detected in region of interest.,48.59,8.7,44.22,Corrosion,35,93,226,153
140,part_140.jpg,Surface shows scuffs and paint wear concentrated near bolt area.,58.59,10.82,35.69,Paint_Wear,467,201,668,278
141,part_141.jpg,Impact dent on casing visible as concave distortion along the outer edge.,55.18,12.6,51.42,Dent,226,482,476,562
142,part_142.jpg,Chrome-plated component with uniform finish and no visible defects.,65.26,7.53,42.98,,0,0,0,0
143,part_143.jpg,Polished steel connector with intact threads and no deformation.,63.35,9.11,43.11,,0,0,0,0
144,part_144.jpg,Localized corrosion and pitting around weld joint; visible pitting area ~3.65%.,71.37,13.38,46.01,Corrosion,237,289,399,397
145,part_145.jpg,Injection-molded plastic part with smooth surface and consistent color.,55.17,10.49,35.45,,0,0,0,0
146,part_146.jpg,Aluminum casing showing even machining marks and no corrosion.,60.35,12.95,44.17,,0,0,0,0
147,part_147.jpg,Polished steel connector with intact threads and no deformation.,60.5,10.31,35.55,,0,0,0,0
148,part_148.jpg,Polished steel connector with intact threads and no deformation.,60.72,7.38,46.38,,0,0,0,0
149,part_149.jpg,Chrome-plated component with uniform finish and no visible defects.,62.59,10.42,46.34,,0,0,0,0
150,part_150.jpg,Polished steel connector with intact threads and no deformation.,53.95,7.74,42.46,,0,0,0,0
151,part_151.jpg,Mounting hole missing bolt; loose gap visible near seam.,60.23,13.83,44.35,Missing_Bolt,658,372,723,532
152,part_152.jpg,Injection-molded plastic part with smooth surface and consistent color.,58.46,6.92,47.67,,0,0,0,0
153,part_153.jpg,Chrome-plated component with uniform finish and no visible defects.,55.48,10.87,39.17,,0,0,0,0
154,part_154.jpg,Localized corrosion and pitting around weld joint; visible pitting area ~3.36%.,61.18,9.23,43.48,Corrosion,325,71,421,239
155,part_155.jpg,Injection-molded plastic part with smooth surface and consistent color.,56.11,9.67,38.09,,0,0,0,0
156,part_156.jpg,Structural warp visible as misaligned edges; distortion area ~3.22%.,58.14,10.74,52.82,Warp,625,130,775,233
157,part_157.jpg,Aluminum casing showing even machining marks and no corrosion.,65.16,9.22,39.56,,0,0,0,0
158,part_158.jpg,Chrome-plated component with uniform finish and no visible defects.,68.78,9.64,42.76,,0,0,0,0
159,part_159.jpg,Aluminum casing showing even machining marks and no corrosion.,56.11,7.2,35.06,,0,0,0,0
160,part_160.jpg,Chrome-plated component with uniform finish and no visible defects.,61.64,10.76,39.94,,0,0,0,0
161,part_161.jpg,Aluminum casing showing even machining marks and no corrosion.,59.2,12.66,43.1,,0,0,0,0
162,part_162.jpg,Aluminum casing showing even machining marks and no corrosion.,57.28,11.17,45.95,,0,0,0,0
163,part_163.jpg,Surface shows heat damage and dark soot near key joints.,71.69,13.32,49.19,Burn_Mark,234,248,493,357
164,part_164.jpg,Chrome-plated component with uniform finish and no visible defects.,71.19,8.8,45.94,,0,0,0,0
165,part_165.jpg,Polished steel connector with intact threads and no deformation.,63.62,12.69,45.33,,0,0,0,0
166,part_166.jpg,Localized corrosion and pitting around weld joint; visible pitting area ~8.14%.,62.32,16.84,40.65,Corrosion,430,173,617,382
167,part_167.jpg,Polished steel connector with intact threads and no deformation.,59.7,9.65,35.77,,0,0,0,0
168,part_168.jpg,Chrome-plated component with uniform finish and no visible defects.,53.87,8.06,37.34,,0,0,0,0
169,part_169.jpg,Paint chipping and abrasion exposing bare metal over ~4.41% of surface.,50.54,5.69,39.09,Paint_Wear,161,276,416,359
170,part_170.jpg,Injection-molded plastic part with smooth surface and consistent color.,56.41,12.66,50.49,,0,0,0,0
171,part_171.jpg,Aluminum casing showing even machining marks and no corrosion.,60.33,6.71,42.07,,0,0,0,0
172,part_172.jpg,Aluminum casing showing even machining marks and no corrosion.,52.27,8.04,44.49,,0,0,0,0
173,part_173.jpg,Aluminum casing showing even machining marks and no corrosion.,60.93,8.48,49.09,,0,0,0,0
174,part_174.jpg,Polished steel connector with intact threads and no deformation.,56.16,3.88,38.9,,0,0,0,0
175,part_175.jpg,Visible surface crack extending across component edge; crack region ~4.26%.,58.45,18.03,48.89,Crack,330,209,461,365
176,part_176.jpg,Injection-molded plastic part with smooth surface and consistent color.,56.18,7.52,37.97,,0,0,0,0
177,part_177.jpg,Chrome-plated component with uniform finish and no visible defects.,54.97,8.74,38.09,,0,0,0,0
178,part_178.jpg,Polished steel connector with intact threads and no deformation.,57.37,11.82,39.79,,0,0,0,0
179,part_179.jpg,"Fastener absent from bolt hole, leaving exposed threaded cavity.",72.93,17.03,43.53,Missing_Bolt,419,468,541,525
180,part_180.jpg,Polished steel connector with intact threads and no deformation.,49.42,7.48,41.15,,0,0,0,0
181,part_181.jpg,Aluminum casing showing even machining marks and no corrosion.,65.71,10.21,42.02,,0,0,0,0
182,part_182.jpg,Injection-molded plastic part with smooth surface and consistent color.,57.49,7.16,37.63,,0,0,0,0
183,part_183.jpg,Polished steel connector with intact threads and no deformation.,65.86,12.87,42.7,,0,0,0,0
184,part_184.jpg,Chrome-plated component with uniform finish and no visible defects.,59.02,9.34,34.39,,0,0,0,0
185,part_185.jpg,"Hairline fracture near mounting hole, crack length notable in image.",62.94,13.49,37.45,Crack,352,489,530,537
186,part_186.jpg,Chrome-plated component with uniform finish and no visible defects.,56.42,9.2,43.19,,0,0,0,0
187,part_187.jpg,Severe surface corrosion with flaking detected in region of interest.,60.4,11.53,37.21,Corrosion,249,258,497,383
188,part_188.jpg,Injection-molded plastic part with smooth surface and consistent color.,56.02,7.35,36.17,,0,0,0,0
189,part_189.jpg,Injection-molded plastic part with smooth surface and consistent color.,56.85,10.53,44.95,,0,0,0,0
190,part_190.jpg,Polished steel connector with intact threads and no deformation.,58.19,11.04,47.36,,0,0,0,0
191,part_191.jpg,Chrome-plated component with uniform finish and no visible defects.,51.78,13.19,40.63,,0,0,0,0
192,part_192.jpg,Aluminum casing showing even machining marks and no corrosion.,62.03,13.56,42.65,,0,0,0,0
193,part_193.jpg,Polished steel connector with intact threads and no deformation.,58.47,6.97,40.73,,0,0,0,0
194,part_194.jpg,Mounting hole missing bolt; loose gap visible near seam.,65.51,17.23,51.35,Missing_Bolt,348,225,608,300
195,part_195.jpg,Polished steel connector with intact threads and no deformation.,60.48,10.44,36.5,,0,0,0,0
196,part_196.jpg,Surface scratch marks concentrated in the central region.,51.24,11.27,45.9,Scratch,39,174,105,356
197,part_197.jpg,Visible surface crack extending across component edge; crack region ~4.89%.,53.81,14.81,35.07,Crack,382,273,655,359
198,part_198.jpg,Impact dent on casing visible as concave distortion along the outer edge.,55.84,10.94,41.92,Dent,432,257,614,376
199,part_199.jpg,Aluminum casing showing even machining marks and no corrosion.,57.87,7.58,41.9,,0,0,0,0
200,part_200.jpg,Chrome-plated component with uniform finish and no visible defects.,61.82,8.25,40.58,,0,0,0,0
201,part_201.jpg,Chrome-plated component with uniform finish and no visible defects.,67.16,13.53,35.46,,0,0,0,0
202,part_202.jpg,Injection-molded plastic part with smooth surface and consistent color.,58.44,9.27,40.2,,0,0,0,0
203,part_203.jpg,Mounting hole missing bolt; loose gap visible near seam.,69.13,16.45,47.28,Missing_Bolt,124,114,385,253
204,part_204.jpg,Chrome-plated component with uniform finish and no visible defects.,49.83,11.7,37.48,,0,0,0,0
205,part_205.jpg,"Fastener absent from bolt hole, leaving exposed threaded cavity.",55.3,15.97,48.5,Missing_Bolt,110,326,247,455
206,part_206.jpg,Aluminum casing showing even machining marks and no corrosion.,66.28,7.61,38.5,,0,0,0,0
207,part_207.jpg,Aluminum casing showing even machining marks and no corrosion.,67.62,10.75,43.16,,0,0,0,0
208,part_208.jpg,Metal housing showing rust patches near bolts (approx 5.42% of image).,57.2,10.48,40.77,Rust,456,76,673,196
209,part_209.jpg,Surface scratch marks concentrated in the central region.,64.69,10.33,38.32,Scratch,228,50,503,153
210,part_210.jpg,Aluminum casing showing even machining marks and no corrosion.,62.01,12.7,36.44,,0,0,0,0
211,part_211.jpg,Aluminum casing showing even machining marks and no corrosion.,54.79,9.82,38.61,,0,0,0,0
212,part_212.jpg,Aluminum casing showing even machining marks and no corrosion.,74.06,10.47,37.6,,0,0,0,0
213,part_213.jpg,Aluminum casing showing even machining marks and no corrosion.,56.87,11.06,39.08,,0,0,0,0
214,part_214.jpg,Visible surface crack extending across component edge; crack region ~4.03%.,63.71,14.74,49.11,Crack,190,286,358,401
215,part_215.jpg,Polished steel connector with intact threads and no deformation.,57.8,7.75,35.09,,0,0,0,0
216,part_216.jpg,Chrome-plated component with uniform finish and no visible defects.,58.69,6.76,48.84,,0,0,0,0
217,part_217.jpg,Paint chipping and abrasion exposing bare metal over ~10.23% of surface.,58.91,7.44,37.04,Paint_Wear,293,93,541,291
218,part_218.jpg,Structural warp visible as misaligned edges; distortion area ~10.13%.,60.47,13.9,44.95,Warp,175,46,417,247
219,part_219.jpg,Injection-molded plastic part with smooth surface and consistent color.,61.69,10.2,42.0,,0,0,0,0
220,part_220.jpg,Polished steel connector with intact threads and no deformation.,58.0,15.26,37.09,,0,0,0,0
221,part_221.jpg,Aluminum casing showing even machining marks and no corrosion.,63.61,10.05,41.64,,0,0,0,0
222,part_222.jpg,Metal housing showing rust patches near bolts (approx 5.71% of image).,70.14,10.88,37.09,Rust,514,111,775,216
223,part_223.jpg,Part shows bending and warpage under inspection in image.,64.16,13.13,54.99,Warp,450,67,524,182
224,part_224.jpg,Chrome-plated component with uniform finish and no visible defects.,65.11,8.65,41.82,,0,0,0,0
225,part_225.jpg,Burn or thermal discoloration present near connector; charred area ~8.13%.,60.43,12.7,47.71,Burn_Mark,288,168,543,321
226,part_226.jpg,Aluminum casing showing even machining marks and no corrosion.,63.13,10.95,38.29,,0,0,0,0
227,part_227.jpg,Impact dent on casing visible as concave distortion along the outer edge.,64.73,10.63,54.3,Dent,290,393,517,556
228,part_228.jpg,Polished steel connector with intact threads and no deformation.,57.31,4.13,45.64,,0,0,0,0
229,part_229.jpg,Dented outer rim with localized deformation approx 4.08% area.,56.49,12.26,38.26,Dent,583,397,707,555
230,part_230.jpg,Metal housing showing rust patches near bolts (approx 5.39% of image).,55.67,11.36,34.94,Rust,170,419,448,512
231,part_231.jpg,Aluminum casing showing even machining marks and no corrosion.,58.66,10.55,49.75,,0,0,0,0
232,part_232.jpg,Polished steel connector with intact threads and no deformation.,56.35,3.44,36.09,,0,0,0,0
233,part_233.jpg,Surface shows scuffs and paint wear concentrated near bolt area.,60.77,8.68,42.73,Paint_Wear,244,139,495,330
234,part_234.jpg,Injection-molded plastic part with smooth surface and consistent color.,56.65,13.41,41.13,,0,0,0,0
235,part_235.jpg,Injection-molded plastic part with smooth surface and consistent color.,64.58,9.0,37.25,,0,0,0,0
236,part_236.jpg,Aluminum casing showing even machining marks and no corrosion.,58.17,10.16,31.4,,0,0,0,0
237,part_237.jpg,Severe surface corrosion with flaking detected in region of interest.,64.56,13.25,25.61,Corrosion,109,38,200,146
238,part_238.jpg,Chrome-plated component with uniform finish and no visible defects.,56.83,5.54,38.54,,0,0,0,0
239,part_239.jpg,Polished steel connector with intact threads and no deformation.,54.59,12.47,40.13,,0,0,0,0
240,part_240.jpg,Chrome-plated component with uniform finish and no visible defects.,62.32,8.25,38.32,,0,0,0,0
241,part_241.jpg,Dented outer rim with localized deformation approx 5.14% area.,62.53,5.66,47.21,Dent,567,221,691,420
242,part_242.jpg,Chrome-plated component with uniform finish and no visible defects.,51.13,11.83,43.27,,0,0,0,0
243,part_243.jpg,Dented outer rim with localized deformation approx 4.24% area.,60.57,11.45,39.63,Dent,87,434,240,567
244,part_244.jpg,"Hairline fracture near mounting hole, crack length notable in image.",54.23,14.3,47.88,Crack,27,133,266,330
245,part_245.jpg,Surface shows scuffs and paint wear concentrated near bolt area.,62.24,11.12,39.53,Paint_Wear,63,229,177,395
246,part_246.jpg,Chrome-plated component with uniform finish and no visible defects.,55.63,6.76,40.61,,0,0,0,0
247,part_247.jpg,Surface scratch marks concentrated in the central region.,63.25,9.45,46.15,Scratch,51,56,284,222
248,part_248.jpg,Injection-molded plastic part with smooth surface and consistent color.,66.43,10.9,43.67,,0,0,0,0
249,part_249.jpg,Injection-molded plastic part with smooth surface and consistent color.,52.23,6.62,42.51,,0,0,0,0
250,part_250.jpg,Polished steel connector with intact threads and no deformation.,62.94,9.26,41.04,,0,0,0,0
